state,year,month,renewable_generation,consumption,surplus_energy
MAHARASHTRA,2039,9,40268.94313507511,37681.011440820934,2587.931694254175
MAHARASHTRA,2039,10,47772.094195796446,46482.29835591427,1289.795839882178
MAHARASHTRA,2039,11,44633.15484516204,41170.58283779658,3462.572007365463
MAHARASHTRA,2039,12,37203.126569919834,39935.758005039206,-2732.631435119376
MAHARASHTRA,2040,1,38304.35466571059,39185.235720993805,-880.8810552832149
MAHARASHTRA,2040,2,48166.307483994664,45088.11958410846,3078.1878998862016
MAHARASHTRA,2040,3,40047.266091796766,40928.81644981556,-881.5503580187975
MAHARASHTRA,2040,4,44438.39782525354,42551.99717692577,1886.4006483277726
MAHARASHTRA,2040,5,38718.97704520415,32208.86045253156,6510.116592672588
MAHARASHTRA,2040,6,38686.14158700299,40910.589875806785,-2224.4482888037974
MAHARASHTRA,2040,7,33813.79520072001,37482.395863641665,-3668.600662921651
MAHARASHTRA,2040,8,38043.860977036784,34643.56260329185,3400.2983737449313
MAHARASHTRA,2040,9,47282.20135984596,46433.545033988994,848.6563258569645
MAHARASHTRA,2040,10,39710.351975364996,39168.76948591363,541.5824894513592
MAHARASHTRA,2040,11,36505.40877416838,35915.07442953607,590.3343446323173
MAHARASHTRA,2040,12,33305.03725388945,34539.909672873175,-1234.872418983724
MAHARASHTRA,2041,1,34714.319271600194,29115.24938622404,5599.069885376152
MAHARASHTRA,2041,2,26524.74876149772,28640.47418011136,-2115.7254186136406
MAHARASHTRA,2041,3,36703.26973714126,38409.26663413154,-1705.9968969902834
MAHARASHTRA,2041,4,40436.84268759275,36484.17709191328,3952.665595679466
MAHARASHTRA,2041,5,31450.583516742972,37270.010197450014,-5819.426680707047
MAHARASHTRA,2041,6,38779.94883768985,38052.55815469623,727.3906829936278
MAHARASHTRA,2041,7,41880.164652344145,36440.5294256232,5439.635226720939
MAHARASHTRA,2041,8,41324.92663223546,43924.24552538505,-2599.3188931495893
MAHARASHTRA,2041,9,31822.05809130034,32580.4037533416,-758.3456620412621
MAHARASHTRA,2041,10,36152.51076094377,34867.297440628616,1285.2133203151573
MAHARASHTRA,2041,11,28383.95689866989,29729.98141339186,-1346.0245147219678
MAHARASHTRA,2041,12,36146.070104853294,33840.74564873073,2305.324456122564
MAHARASHTRA,2042,1,38803.96622491264,37267.787871622204,1536.1783532904349
MAHARASHTRA,2042,2,45398.94865099548,48258.55743523352,-2859.6087842380375
MAHARASHTRA,2042,3,37271.74398371561,32775.847875884,4495.8961078316115
MAHARASHTRA,2042,4,35851.902756980846,35064.56019294221,787.3425640386359
MAHARASHTRA,2042,5,48110.161183176955,42950.66597946765,5159.495203709304
MAHARASHTRA,2042,6,35387.21646602462,37862.56450933121,-2475.3480433065915
MAHARASHTRA,2042,7,53169.618529473904,47662.280909160036,5507.337620313867
MAHARASHTRA,2042,8,50346.8346449297,47058.67385715211,3288.160787777586
MAHARASHTRA,2042,9,39129.25264740272,42668.19456806126,-3538.9419206585376
MAHARASHTRA,2042,10,30082.00514141141,30722.912767567454,-640.9076261560456
ODISHA,2020,1,48385.00821282556,47986.42367173823,398.58454108732803
ODISHA,2020,2,34087.17447004059,32867.45442598421,1219.720044056385
ODISHA,2020,3,42987.649682914576,38818.088458546656,4169.56122436792
ODISHA,2020,4,37421.674280265346,34846.938919648004,2574.73536061734
ODISHA,2020,5,52826.29535290389,50712.94717417651,2113.3481787273845
ODISHA,2020,6,38747.487566251155,39238.85052153655,-491.3629552853952
ODISHA,2020,7,30948.786808858913,33460.05308813665,-2511.2662792777337
ODISHA,2020,8,35151.668505258254,37956.49080681437,-2804.8223015561116
ODISHA,2020,9,52064.4415803361,47610.07855342006,4454.363026916038
ODISHA,2020,10,39865.356021090265,37609.88718700303,2255.468834087239
ODISHA,2020,11,42647.03252745537,41039.26733682443,1607.765190630943
ODISHA,2020,12,38502.62715498109,42235.168431538674,-3732.541276557587
ODISHA,2021,1,53473.52650715743,47270.363363768614,6203.163143388818
ODISHA,2021,2,38934.125362125385,39828.25644221214,-894.1310800867518
ODISHA,2021,3,38482.72646631031,41194.36885915757,-2711.642392847255
ODISHA,2021,4,35060.969663322474,35927.075158857304,-866.1054955348336
ODISHA,2021,5,39971.894304949274,33705.391704114554,6266.502600834719
ODISHA,2021,6,37136.07227342496,35369.36791819944,1766.7043552255163
ODISHA,2021,7,46518.74751394636,40774.52013034423,5744.227383602128
ODISHA,2021,8,36225.747652467566,37421.23021099295,-1195.4825585253852
ODISHA,2021,9,31862.936361412194,33209.27866614209,-1346.3423047298998
ODISHA,2021,10,47678.37996038497,43551.51549338946,4126.86446699551
ODISHA,2021,11,45350.463910715676,40992.32357108845,4358.140339627224
ODISHA,2021,12,46381.13153167103,41244.07318189372,5137.058349777315
ODISHA,2022,1,47009.019888816336,46350.30874751062,658.7111413057103
ODISHA,2022,2,40508.57921594641,43274.51552412817,-2765.936308181759
ODISHA,2022,3,49402.264543401805,40645.45180616692,8756.812737234883
ODISHA,2022,4,40522.39544226862,39403.315788977045,1119.079653291577
ODISHA,2022,5,36595.548962764624,33922.196025579324,2673.3529371853
ODISHA,2022,6,40885.640466261815,44349.19149047868,-3463.551024216869
ODISHA,2022,7,47370.81100872686,51437.15172222666,-4066.3407134998015
ODISHA,2022,8,37033.83432328643,37522.83949593585,-489.0051726494239
ODISHA,2022,9,47037.95040030381,49947.598276803066,-2909.6478764992535
ODISHA,2022,10,36216.47275252555,33689.11782502569,2527.3549274998595
ODISHA,2022,11,46354.26397279407,45260.07071826001,1094.1932545340585
ODISHA,2022,12,55164.67549186229,49804.74427373814,5359.931218124151
ODISHA,2023,1,43917.44257827824,41728.32853787661,2189.1140404016296
ODISHA,2023,2,35828.3776136622,33587.78217461314,2240.5954390490606
ODISHA,2023,3,41506.14765634812,35535.74725294708,5970.400403401039
ODISHA,2023,4,38481.55610421207,39822.1652599404,-1340.609155728325
ODISHA,2023,5,54756.06644820712,51555.67264311014,3200.3938050969846
ODISHA,2023,6,42398.18427818438,45593.89984316319,-3195.715564978806
ODISHA,2023,7,40091.49905220206,39299.302413342826,792.1966388592297
ODISHA,2023,8,26654.417381299925,31298.786527959426,-4644.369146659497
ODISHA,2023,9,36173.85896269771,33574.77225485142,2599.0867078462848
ODISHA,2023,10,43029.88744348608,47454.06643182712,-4424.1789883410465
ODISHA,2023,11,45249.116053110316,43021.78537076133,2227.3306823489875
ODISHA,2023,12,36152.90668460605,35178.104903457206,974.801781148852
ODISHA,2024,1,42181.86585854727,39490.84386229354,2691.021996253735
ODISHA,2024,2,39318.82830792825,37475.72277812675,1843.105529801503
ODISHA,2024,3,40771.98825644989,38158.75187361232,2613.236382837576
ODISHA,2024,4,49930.21171570485,47921.3575111151,2008.854204589747
ODISHA,2024,5,44531.76016799506,39932.51813043497,4599.242037560089
ODISHA,2024,6,47061.35015015996,45361.467152354366,1699.8829978055962
ODISHA,2024,7,39142.37221537479,38910.41999034489,231.95222502990242
ODISHA,2024,8,35889.9978172084,39996.51233893519,-4106.51452172679
ODISHA,2024,9,39024.7381283592,35443.329500939304,3581.4086274198958
ODISHA,2024,10,46282.37790789023,38655.54554013573,7626.8323677544995
ODISHA,2024,11,38816.581070866385,40334.48990841564,-1517.9088375492593
ODISHA,2024,12,31393.487492231554,35793.39477927521,-4399.907287043657
ODISHA,2025,1,35855.16062172234,32910.87037458719,2944.2902471351454
ODISHA,2025,2,46878.921695502664,45538.99445042802,1339.9272450746398
ODISHA,2025,3,33356.179161264365,39291.51428470173,-5935.33512343736
ODISHA,2025,4,42918.52657907641,36973.649586464686,5944.876992611728
ODISHA,2025,5,39244.51709684069,41981.366732373426,-2736.8496355327397
ODISHA,2025,6,38841.819241606594,35852.42356175277,2989.3956798538275
ODISHA,2025,7,34356.208338168595,36023.90418137916,-1667.695843210567
ODISHA,2025,8,42068.03841206021,41624.52617065139,443.51224140881953
ODISHA,2025,9,44263.92696492022,40054.82946281636,4209.09750210386
ODISHA,2025,10,35276.816353610004,36279.08412953281,-1002.2677759227987
ODISHA,2025,11,46830.73240275623,45522.44987015148,1308.2825326047441
ODISHA,2025,12,30018.67472659377,30170.335770843067,-151.66104424929534
ODISHA,2026,1,57276.718397417535,52628.231312722884,4648.487084694651
ODISHA,2026,2,31931.811430055073,28291.879240835988,3639.932189219082
ODISHA,2026,3,39449.374023896395,36675.520243626495,2773.8537802698975
ODISHA,2026,4,36366.884329339286,35791.55025134866,575.3340779906263
ODISHA,2026,5,46952.06457490592,44675.250809787416,2276.813765118507
ODISHA,2026,6,31246.275442153088,36027.670200035565,-4781.394757882479
ODISHA,2026,7,46183.62756820865,46619.30442814968,-435.67685994103203
ODISHA,2026,8,44171.51358195741,47128.3707718489,-2956.857189891484
ODISHA,2026,9,43107.50126431345,41554.5881812152,1552.9130830982463
ODISHA,2026,10,41078.099652920006,42553.0143693302,-1474.9147164101983
ODISHA,2026,11,49991.915758785,46811.55354284612,3180.3622159388783
ODISHA,2026,12,50075.483883343084,44107.69421378651,5967.789669556571
ODISHA,2027,1,43056.65024759762,43830.52000129957,-773.8697537019481
ODISHA,2027,2,39277.66561527305,39351.89580981218,-74.23019453913412
ODISHA,2027,3,46716.47957943164,39546.710871175055,7169.768708256581
ODISHA,2027,4,46182.09484109423,39490.37255941987,6691.722281674365
ODISHA,2027,5,44910.0753947389,39860.94939219714,5049.126002541762
ODISHA,2027,6,42209.150659157094,39631.173392011224,2577.9772671458677
ODISHA,2027,7,42498.80494263339,39179.14093119707,3319.6640114363126
ODISHA,2027,8,38710.11161412867,38035.93587713102,674.1757369976485
ODISHA,2027,9,43354.301874151904,39941.36770535564,3412.9341687962697
ODISHA,2027,10,47224.28003688617,40773.48986795048,6450.790168935695
ODISHA,2027,11,28995.3402369303,28237.84581225983,757.494424670469
ODISHA,2027,12,35961.587366986656,37205.756005659365,-1244.1686386727135
ODISHA,2028,1,44145.904966840026,36762.74722254646,7383.157744293563
ODISHA,2028,2,34805.70134813719,31751.03010685879,3054.6712412784004
ODISHA,2028,3,54236.2129086997,52836.49013216211,1399.722776537593
ODISHA,2028,4,27343.2383223538,29538.21498259175,-2194.9766602379473
ODISHA,2028,5,38878.97172916137,38805.822437774965,73.14929138640264
ODISHA,2028,6,30531.03408272709,29110.29287220405,1420.7412105230387
ODISHA,2028,7,52145.82026456032,48220.74676350995,3925.073501050374
ODISHA,2028,8,46699.66892712266,42126.8937919497,4572.77513517296
ODISHA,2028,9,47658.05583104145,47327.673899014946,330.38193202650336
ODISHA,2028,10,46859.76968965802,44260.44623715657,2599.3234525014504
ODISHA,2028,11,40872.135939194945,39924.49327427931,947.6426649156338
ODISHA,2028,12,53760.92762542036,47365.51514775504,6395.4124776653125
ODISHA,2029,1,45825.28699151607,42087.80939146322,3737.477600052855
ODISHA,2029,2,49047.34661821995,45151.08580123434,3896.2608169856067
ODISHA,2029,3,47900.89942556411,44510.31319297709,3390.5862325870175
ODISHA,2029,4,49235.495301937284,49436.13486726534,-200.6395653280632
ODISHA,2029,5,45994.74099207516,39666.556210317445,6328.1847817577145
ODISHA,2029,6,54745.39300080708,45786.34732079593,8959.045680011146
ODISHA,2029,7,29694.975398758255,28516.594271835114,1178.3811269231414
ODISHA,2029,8,42792.3383756046,39938.87943374674,2853.458941857856
ODISHA,2029,9,35000.811386869194,32453.31092012938,2547.5004667398152
ODISHA,2029,10,40778.48281842118,44353.52141517381,-3575.0385967526345
ODISHA,2029,11,27348.082790368975,30030.498972986803,-2682.4161826178265
ODISHA,2029,12,40879.99117242137,37992.65334341681,2887.3378290045566
ODISHA,2030,1,45427.303094346666,47477.72652314878,-2050.42342880212
ODISHA,2030,2,33595.94807894685,31131.27820410619,2464.6698748406584
ODISHA,2030,3,45370.7393873908,39096.71036709077,6274.029020300034
ODISHA,2030,4,55333.28505064493,54677.12200188301,656.1630487619163
ODISHA,2030,5,42422.64970833818,40218.2465256451,2204.4031826930786
ODISHA,2030,6,38490.13028405874,36373.35478321751,2116.7755008412237
ODISHA,2030,7,43711.466768752725,43614.58814281308,96.87862593964513
ODISHA,2030,8,37440.041428778386,38194.17415901743,-754.132730239045
ODISHA,2030,9,42481.387652608624,40344.589369610425,2136.798282998202
ODISHA,2030,10,35866.487163228936,38211.48850864914,-2345.0013454202035
ODISHA,2030,11,35157.0019108567,35005.619001349194,151.38290950750752
ODISHA,2030,12,44230.603094934384,45330.326691094015,-1099.7235961596352
ODISHA,2031,1,53251.07309910539,45669.569841695586,7581.50325740981
ODISHA,2031,2,40509.972024056915,34063.57418620237,6446.397837854541
ODISHA,2031,3,41975.889605338045,34711.40923902624,7264.480366311806
ODISHA,2031,4,34436.62941051955,34757.38081771675,-320.7514071972004
ODISHA,2031,5,41949.41139081853,36800.91022613552,5148.5011646830135
ODISHA,2031,6,29857.85771645111,34079.57902100024,-4221.721304549127
ODISHA,2031,7,51655.92800351689,48516.411911397256,3139.5160921196357
ODISHA,2031,8,42538.228777567856,43287.44909015903,-749.2203125911735
ODISHA,2031,9,40713.67945373704,41412.44986516661,-698.7704114295728
ODISHA,2031,10,43046.89519811582,44301.24299442495,-1254.3477963091304
ODISHA,2031,11,36698.662288299245,36928.79868180029,-230.13639350104597
ODISHA,2031,12,33807.21184319861,27273.92683974785,6533.285003450757
ODISHA,2032,1,37969.36806795451,39066.07588976963,-1096.7078218151241
ODISHA,2032,2,33474.24240607474,31478.202112448795,1996.040293625948
ODISHA,2032,3,35430.252114061324,34271.60652731622,1158.6455867451104
ODISHA,2032,4,28441.43277197006,31724.776629310316,-3283.3438573402555
ODISHA,2032,5,36452.216050072144,35144.869485661606,1307.3465644105447
ODISHA,2032,6,32871.41909710604,35278.765667762746,-2407.346570656709
ODISHA,2032,7,64380.23357974086,53728.40860888466,10651.824970856198
ODISHA,2032,8,41133.114145627966,40895.30317576513,237.81096986283444
ODISHA,2032,9,39671.9030412678,41300.404962193075,-1628.5019209252787
ODISHA,2032,10,44446.22389838294,42972.478466844674,1473.7454315382633
ODISHA,2032,11,29876.612746223607,33666.88130133711,-3790.268555113505
ODISHA,2032,12,45107.95362069644,44773.30124009813,334.6523805983094
ODISHA,2033,1,34697.59872898012,40384.080430659254,-5686.4817016791385
ODISHA,2033,2,30109.819175212695,32960.53919491656,-2850.7200197038646
ODISHA,2033,3,39221.615053826325,39993.20637232757,-771.5913185012452
ODISHA,2033,4,43111.467653150554,37765.49509479959,5345.972558350963
ODISHA,2033,5,36300.09048167834,37805.522806578214,-1505.432324899879
ODISHA,2033,6,34421.690461213,38355.66404249276,-3933.9735812797608
ODISHA,2033,7,41890.4702722609,41354.28399401131,536.186278249585
ODISHA,2033,8,41548.89834122789,46420.12907838047,-4871.230737152579
ODISHA,2033,9,40669.476807113926,39158.564540982145,1510.912266131781
ODISHA,2033,10,45411.30214158308,43688.42174307431,1722.8803985087752
ODISHA,2033,11,33969.52552973427,34284.78425424886,-315.25872451458747
ODISHA,2033,12,42213.24905618455,42898.203501294134,-684.9544451095819
ODISHA,2034,1,28918.125777317633,28857.197278397685,60.92849891994729
ODISHA,2034,2,32993.70575958676,37230.72872915496,-4237.022969568204
ODISHA,2034,3,33587.50194133298,31121.113315155617,2466.388626177364
ODISHA,2034,4,35257.96701693444,34241.87322452043,1016.0937924140114
ODISHA,2034,5,45162.64670270555,44802.430074377335,360.21662832821306
ODISHA,2034,6,43147.000345188026,37337.58178236277,5809.41856282525
ODISHA,2034,7,42710.04057391788,37843.99190623023,4866.048667687653
ODISHA,2034,8,35490.449005110015,31379.022800701277,4111.426204408741
ODISHA,2034,9,36627.63520956225,38859.18311177174,-2231.5479022094896
ODISHA,2034,10,42243.844678800975,36177.422738138725,6066.421940662248
ODISHA,2034,11,55299.522678597954,50207.904485124986,5091.618193472972
ODISHA,2034,12,53467.56905157356,50234.20894134808,3233.3601102254775
ODISHA,2035,1,32043.7654482917,36040.971675272885,-3997.2062269811872
ODISHA,2035,2,44722.75711351473,40699.84132809899,4022.9157854157397
ODISHA,2035,3,41178.64951196543,37789.07427375626,3389.5752382091614
ODISHA,2035,4,51092.16367746512,46708.36628551228,4383.797391952839
ODISHA,2035,5,34970.95511538652,30727.04108650941,4243.914028877106
ODISHA,2035,6,45515.493401586515,41806.279884953445,3709.2135166330695
ODISHA,2035,7,46609.48687879013,44591.72791465433,2017.7589641358036
ODISHA,2035,8,42670.07405354518,41482.26309487736,1187.8109586678158
ODISHA,2035,9,37164.57236679636,34235.366029047815,2929.2063377485492
ODISHA,2035,10,44707.35089134859,43263.69871078343,1443.6521805651655
ODISHA,2035,11,49670.926886142166,51869.3677487163,-2198.4408625741366
ODISHA,2035,12,37915.354635927164,41505.30315247299,-3589.9485165458236
ODISHA,2036,1,38891.35919430542,35501.196835669456,3390.1623586359606
ODISHA,2036,2,47721.06498313678,39659.489842224924,8061.575140911851
ODISHA,2036,3,41565.04118987133,35767.59453976024,5797.446650111087
ODISHA,2036,4,42054.12697728111,43641.87803812158,-1587.751060840469
ODISHA,2036,5,36981.52299257349,41363.34491481582,-4381.821922242329
ODISHA,2036,6,42077.35689434967,41419.323382355076,658.0335119945964
ODISHA,2036,7,30152.760984709654,31872.725026676922,-1719.9640419672683
ODISHA,2036,8,37003.99464914284,37458.222249626786,-454.22760048394144
ODISHA,2036,9,38313.69868730527,36848.63471977082,1465.0639675344469
ODISHA,2036,10,47396.77425123183,46941.568119266056,455.20613196577017
ODISHA,2036,11,45490.708129420826,40639.72531656783,4850.982812852999
ODISHA,2036,12,41634.5736970802,40425.85533114353,1208.7183659366697
ODISHA,2037,1,39542.81658088064,42461.36461743479,-2918.54803655415
ODISHA,2037,2,41535.20333436452,39812.073113504135,1723.1302208603922
ODISHA,2037,3,39848.32960801175,42308.48339545714,-2460.153787445381
ODISHA,2037,4,44945.03783516931,36275.31508307527,8669.722752094038
ODISHA,2037,5,41430.28286202312,40083.57531361654,1346.7075484065858
ODISHA,2037,6,51246.38950639912,45357.42493132824,5888.964575070878
ODISHA,2037,7,37677.71624046902,34533.48884032118,3144.2274001478345
ODISHA,2037,8,39701.801063093684,39085.37155373622,616.4295093574627
ODISHA,2037,9,30086.640712401913,29441.910451433178,644.7302609687348
ODISHA,2037,10,26315.496680519223,27176.48229899623,-860.9856184770085
ODISHA,2037,11,56341.72822704729,48769.604240162385,7572.123986884905
ODISHA,2037,12,35346.12348227596,32109.187057034425,3236.9364252415357
ODISHA,2038,1,40902.08023366885,38189.57510472523,2712.5051289436246
ODISHA,2038,2,32360.368852759773,30519.166384530527,1841.202468229248
ODISHA,2038,3,43598.26544451492,34608.03288054052,8990.232563974392
ODISHA,2038,4,49341.40267626565,48011.040251892824,1330.3624243728277
ODISHA,2038,5,37134.47655694374,36630.84406329054,503.63249365319666
ODISHA,2038,6,28019.07237532862,29730.528463916744,-1711.456088588126
ODISHA,2038,7,36621.57878743564,31496.972298972585,5124.606488463053
ODISHA,2038,8,36080.712243481146,35383.47071853476,697.2415249463871
ODISHA,2038,9,34381.67911783652,33385.53050728483,996.1486105516897
ODISHA,2038,10,46938.938838048365,44135.07605923266,2803.8627788157028
ODISHA,2038,11,33020.88850315461,31594.187008070207,1426.7014950844036
ODISHA,2038,12,48404.686451882764,43458.71068191762,4945.9757699651445
ODISHA,2039,1,30177.18901240676,32737.425362274902,-2560.2363498681393
ODISHA,2039,2,40485.742465105584,38029.41143995845,2456.3310251471307
ODISHA,2039,3,41390.13193771443,36728.691009314774,4661.44092839966
ODISHA,2039,4,41182.2412176115,40880.370691392025,301.8705262194752
ODISHA,2039,5,38700.584870534294,35787.873523281545,2912.711347252746
ODISHA,2039,6,45372.315101615604,42308.306503788124,3064.0085978274737
ODISHA,2039,7,46533.15999300264,43297.461877029076,3235.6981159735637
ODISHA,2039,8,38291.001489327755,37966.389384684546,324.61210464321067
ODISHA,2039,9,44582.35807345524,44377.80002534674,204.5580481084982
ODISHA,2039,10,39556.60526329659,38203.23843385211,1353.3668294444835
ODISHA,2039,11,44848.53791666776,42354.65635614446,2493.8815605233003
ODISHA,2039,12,48314.56115973048,42161.98256248296,6152.578597247522
ODISHA,2040,1,37622.97918693463,35844.12803386686,1778.8511530677733
ODISHA,2040,2,42543.704938685354,40835.67540167621,1708.0295370091344
ODISHA,2040,3,34632.898787598184,34283.48444970806,349.4143378901239
ODISHA,2040,4,38043.43676044011,33287.874421465865,4755.562338974243
ODISHA,2040,5,35261.951464835765,42345.132145098236,-7083.180680262467
ODISHA,2040,6,43741.070970920846,38752.173249952226,4988.897720968618
ODISHA,2040,7,43642.92721320617,45158.66675212301,-1515.7395389168478
ODISHA,2040,8,50511.48808413524,44397.10343717989,6114.3846469553555
ODISHA,2040,9,30315.009827672602,34508.59365145749,-4193.58382378489
ODISHA,2040,10,39696.45807802642,41620.67013097879,-1924.2120529523675
ODISHA,2040,11,45913.45104195312,49352.64015630629,-3439.189114353166
ODISHA,2040,12,50445.71208567256,47679.172832188226,2766.5392534843354
ODISHA,2041,1,43297.48610694825,42451.30067552617,846.1854314220856
ODISHA,2041,2,40354.40294487555,36012.41957867917,4341.983366196379
ODISHA,2041,3,39851.066275891004,43389.6408902948,-3538.5746144037957
ODISHA,2041,4,41568.48552162722,37759.36295165994,3809.122569967277
ODISHA,2041,5,38472.735153005786,41310.585138723065,-2837.84998571728
ODISHA,2041,6,46460.05172774512,51509.89216868464,-5049.840440939512
ODISHA,2041,7,36877.71824181324,36806.80023084112,70.91801097212078
ODISHA,2041,8,40295.78980217128,37457.08175026217,2838.708051909109
ODISHA,2041,9,37600.29984465085,36981.71678023566,618.5830644151821
ODISHA,2041,10,48597.3174719391,49029.80785560687,-432.49038366776915
ODISHA,2041,11,51863.002152543035,50476.02181831985,1386.9803342231867
ODISHA,2041,12,37165.77445893762,38820.6419184648,-1654.8674595271718
ODISHA,2042,1,43665.83049250135,44245.932993317605,-580.1025008162502
ODISHA,2042,2,35218.68208671281,35057.26692872227,161.41515799054537
ODISHA,2042,3,30522.71837019359,34406.37318391285,-3883.654813719261
ODISHA,2042,4,34508.22107629274,33961.94152470302,546.279551589725
ODISHA,2042,5,39371.90285421799,35674.24716805038,3697.6556861676027
ODISHA,2042,6,45370.2932265951,40934.33579910748,4435.957427487616
ODISHA,2042,7,42137.80638577422,43059.677226792024,-921.8708410177966
ODISHA,2042,8,47663.08658718575,44358.18027564933,3304.9063115364265
ODISHA,2042,9,35150.21911200542,31820.976797256924,3329.2423147484924
ODISHA,2042,10,35427.81058372853,33666.69112979194,1761.1194539365908
PUNJAB,2020,1,32946.69998781567,32736.77078091215,209.92920690351843
PUNJAB,2020,2,35321.12333978647,37644.413381771185,-2323.290041984713
PUNJAB,2020,3,43419.1103424711,43974.20390146604,-555.0935589949452
PUNJAB,2020,4,44108.36086944987,39299.78034342656,4808.580526023312
PUNJAB,2020,5,41147.46222060629,35403.84403843953,5743.618182166763
PUNJAB,2020,6,44952.304688067896,41605.65707832762,3346.647609740273
PUNJAB,2020,7,41130.02206971097,40456.39289907678,673.6291706341908
PUNJAB,2020,8,42797.13275773438,40121.715455429214,2675.41730230517
PUNJAB,2020,9,42965.462602254454,40349.48857163763,2615.9740306168237
PUNJAB,2020,10,29046.57232505986,28285.84183014256,760.7304949173003
PUNJAB,2020,11,45331.25592105647,39727.68815305206,5603.567768004412
PUNJAB,2020,12,38812.40871027371,40044.413623047585,-1232.004912773868
PUNJAB,2021,1,37516.60699859926,41120.515152953754,-3603.908154354492
PUNJAB,2021,2,36239.72826163981,33820.415066986294,2419.313194653508
PUNJAB,2021,3,45070.695542934,43410.70877931699,1659.986763617012
PUNJAB,2021,4,42621.30017565864,41074.966248440156,1546.3339272184812
PUNJAB,2021,5,42134.15627859914,40252.55543971176,1881.6008388873834
PUNJAB,2021,6,36742.94990761515,37014.323931989726,-271.3740243745737
PUNJAB,2021,7,38868.83340489486,38431.09451036292,437.7388945319425
PUNJAB,2021,8,39394.300433348275,37014.834035188345,2379.4663981599297
PUNJAB,2021,9,43523.742874272866,40137.85385669559,3385.889017577274
PUNJAB,2021,10,34769.72601295733,35980.071852017856,-1210.345839060522
PUNJAB,2021,11,34971.12205497505,32783.385943264424,2187.7361117106266
PUNJAB,2021,12,42471.94475638426,42447.013637065764,24.931119318497167
PUNJAB,2022,1,39476.77093293251,37858.49798139672,1618.2729515357819
PUNJAB,2022,2,30920.32738468575,31926.277213815363,-1005.9498291296143
PUNJAB,2022,3,45877.25030104462,38786.34830235136,7090.90199869326
PUNJAB,2022,4,49392.11887432651,41179.068496466134,8213.050377860376
PUNJAB,2022,5,40143.06677224451,38071.738179033804,2071.3285932106983
PUNJAB,2022,6,29876.806211597366,26417.04071776734,3459.7654938300275
PUNJAB,2022,7,44891.23793047245,42992.9884951683,1898.249435304155
PUNJAB,2022,8,46632.21471460424,37373.59546290594,9258.619251698297
PUNJAB,2022,9,36814.691702716045,33375.83327515051,3438.8584275655435
PUNJAB,2022,10,39873.902110842304,35165.65450753002,4708.247603312291
PUNJAB,2022,11,39523.63474642587,40683.3254940225,-1159.690747596635
PUNJAB,2022,12,60542.67251058916,53841.100561082814,6701.571949506345
PUNJAB,2023,1,38734.97883317135,37678.37104840788,1056.6077847634724
PUNJAB,2023,2,43987.676018049024,42125.784059368816,1861.891958680202
PUNJAB,2023,3,36095.32169473796,33431.348225350564,2663.9734693873997
PUNJAB,2023,4,49478.99627186381,45489.308591945555,3989.687679918258
PUNJAB,2023,5,42942.784684600396,44509.425455080105,-1566.6407704797089
PUNJAB,2023,6,40951.19769645074,42025.90875111117,-1074.7110546604376
PUNJAB,2023,7,42852.41355825035,39317.72685651219,3534.6867017381587
PUNJAB,2023,8,46952.209713810866,41149.80204439477,5802.407669416103
PUNJAB,2023,9,30323.34903004781,31585.905320011036,-1262.5562899632246
PUNJAB,2023,10,41289.86478303056,40140.5892972129,1149.275485817659
PUNJAB,2023,11,34609.208841571155,34825.094900267046,-215.88605869588878
PUNJAB,2023,12,42506.86816934733,40906.59648876421,1600.2716805831203
PUNJAB,2024,1,46063.908917197,39522.539765471694,6541.369151725303
PUNJAB,2024,2,29943.638400323667,30932.743211721245,-989.104811397577
PUNJAB,2024,3,43285.92357475538,40506.60027574801,2779.323299007377
PUNJAB,2024,4,38256.403150301776,38100.619532436096,155.78361786567604
PUNJAB,2024,5,44964.589512944214,39830.065723922526,5134.52378902169
PUNJAB,2024,6,40914.63676999397,40802.2333830859,112.40338690807607
PUNJAB,2024,7,39443.43741965209,39389.775818433445,53.66160121863868
PUNJAB,2024,8,40511.80856224284,36957.03284041781,3554.775721825031
PUNJAB,2024,9,41891.17884961955,36263.40435013874,5627.774499480805
PUNJAB,2024,10,24740.227266020946,27946.19341909656,-3205.966153075614
PUNJAB,2024,11,42786.31655503644,43950.35157183022,-1164.0350167937809
PUNJAB,2024,12,27006.118992342224,31863.488036795243,-4857.36904445302
PUNJAB,2025,1,38739.96100975647,37747.86199365097,992.099016105497
PUNJAB,2025,2,39161.19328774291,33752.41304114606,5408.780246596853
PUNJAB,2025,3,41461.236351274136,40362.24631196818,1098.9900393059534
PUNJAB,2025,4,45303.979120539596,42435.504799869625,2868.474320669971
PUNJAB,2025,5,36946.05507269218,34916.29133734366,2029.763735348516
PUNJAB,2025,6,47555.723955233356,42871.42846612833,4684.2954891050285
PUNJAB,2025,7,33430.6664259197,33153.84327784641,276.82314807328714
PUNJAB,2025,8,40304.150408835754,39534.26000984313,769.8903989926243
PUNJAB,2025,9,43571.74041478386,45429.43234350102,-1857.6919287171609
PUNJAB,2025,10,43852.55860143759,42450.270698999804,1402.2879024377821
PUNJAB,2025,11,42021.406830089945,35643.44866844126,6377.958161648684
PUNJAB,2025,12,38111.99377986497,40073.0018691353,-1961.008089270334
PUNJAB,2026,1,40066.71672701041,37457.119131028645,2609.597595981762
